pdf,page,index,source,side_pt,native_width,native_height,trimmed,detector_score,texture,x0,y0,x1,y1
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,959,0,embedded,153.6,1280,1256,True,1.0,0.7831,240.0,304.31,393.6,455.03
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,965,0,embedded,153.6,1280,1264,True,1.0,0.8257,40.33,228.47,193.93,380.15
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,965,1,embedded,153.6,1280,1256,True,1.0,0.8362,240.0,103.67,393.6,254.39
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,988,0,embedded,154.89,1288,1264,True,1.0,0.8357,238.24,94.12,393.14,246.14
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1000,0,embedded,152.64,1272,1264,True,1.0,0.8293,41.28,432.95,193.92,584.63
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1000,1,embedded,154.56,1288,1264,True,1.0,0.778,243.85,432.95,398.41,584.63
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1017,0,embedded,152.64,1272,1264,True,1.0,0.8083,40.33,155.51,192.97,307.19
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1017,1,embedded,153.6,1280,1264,True,1.0,0.8393,240.0,335.99,393.6,487.67
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1023,0,embedded,153.6,1280,1256,True,1.0,0.7905,240.0,300.47,393.6,451.19
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1029,0,embedded,153.6,1280,1256,True,1.0,0.7496,239.04,324.47,392.64,475.19
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1035,0,embedded,152.64,1272,1264,True,1.0,0.8169,39.37,53.76,192.01,205.44
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1041,0,embedded,152.64,1272,1256,True,1.0,0.687,240.97,451.2,393.61,601.92
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1053,0,embedded,153.6,1280,1264,True,1.0,0.7362,39.37,387.84,192.97,539.52
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1053,1,embedded,153.6,1280,1256,True,1.0,0.8162,239.04,293.76,392.64,444.48
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1059,0,embedded,153.6,1280,1264,True,1.0,0.73,240.0,269.75,393.6,421.43
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1064,0,embedded,151.68,1264,1264,True,1.0,0.8158,40.33,56.63,192.01,208.31
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1064,1,embedded,153.6,1280,1264,True,1.0,0.7655,239.04,56.63,392.64,208.31
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1070,0,embedded,152.64,1272,1256,True,1.0,0.7415,41.65,330.83,194.29,481.55
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1076,0,embedded,153.6,1280,1256,True,1.0,0.7538,240.0,103.67,393.6,254.39
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1082,0,embedded,153.6,1280,1264,True,1.0,0.7536,240.0,224.63,393.6,376.31
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1100,0,embedded,152.64,1272,1256,True,1.0,0.7881,240.0,83.51,392.64,234.23
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1117,0,embedded,153.6,1280,1264,True,1.0,0.7348,40.68,392.28,194.28,543.96
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1129,0,embedded,153.6,1280,1264,True,1.0,0.7688,39.37,92.16,192.97,243.84
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1141,0,embedded,153.6,1280,1256,True,1.0,0.7938,40.33,421.43,193.93,572.15
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1147,0,embedded,153.6,1280,1256,True,1.0,0.7752,40.33,330.23,193.93,480.95
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1147,1,embedded,153.6,1280,1256,True,1.0,0.8671,241.93,452.16,395.53,602.88
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1153,0,embedded,154.56,1288,1256,True,1.0,0.801,39.37,250.55,193.93,401.27
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1158,0,embedded,153.6,1280,1264,True,1.0,0.7182,238.8,206.51,392.4,358.19
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1164,0,embedded,151.68,1264,1256,True,1.0,0.8611,40.33,131.51,192.01,282.23
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1170,0,embedded,152.64,1272,1256,True,1.0,0.7978,40.33,153.59,192.97,304.31
Secrets of Chess Training School of Future Champions 1_ao_5.pdf,1176,0,embedded,153.6,1280,1264,True,1.0,0.7404,240.0,346.55,393.6,498.23
