pdf,page,reason,score,checker,side_pt,x0,y0,x1,y1
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,aspecto,0.0,0.0,139.67,387.62,19.63,527.29,44.49
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,aspecto,0.0,0.0,145.56,385.0,16.68,530.56,46.78
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0398,0.0,83.74,73.6,658.79,157.34,738.93
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0376,0.0,94.53,140.98,577.01,233.55,671.54
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0274,0.0,72.94,155.7,650.28,228.64,718.97
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0202,0.0,67.71,324.16,147.52,383.04,215.23
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0195,0.0,70.33,62.8,398.41,130.51,468.74
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0177,0.0,82.43,493.27,63.13,575.7,131.5
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.016,0.0,80.47,192.01,63.46,272.48,130.51
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0103,0.0,53.32,340.51,81.78,393.83,127.9
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0099,0.0,87.01,41.87,230.93,128.88,298.32
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0083,0.0,79.16,32.06,592.71,111.21,658.13
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.008,0.0,83.08,368.32,256.12,437.66,339.21
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0066,0.0,66.4,173.36,246.64,239.77,298.32
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0059,0.0,94.53,333.32,752.99,427.85,825.93
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0037,0.0,52.34,443.88,162.57,484.11,214.91
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0035,0.0,61.5,42.85,233.55,89.3,295.05
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0035,0.0,52.99,535.14,78.5,575.7,131.5
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0034,0.0,90.28,23.22,328.74,90.28,419.02
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0027,0.0,76.87,169.11,368.64,245.98,423.93
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0018,0.0,80.79,27.48,334.3,86.03,415.09
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0011,0.0,95.19,364.07,245.33,429.81,340.51
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1,score-baixo,0.0,0.0,59.86,43.83,67.71,81.45,127.57
400 Quebra-cabeças de Estratégia de Xadrez.pdf,2,aspecto,0.0,0.0,117.16,239.23,302.39,356.39,322.35
400 Quebra-cabeças de Estratégia de Xadrez.pdf,2,aspecto,0.0,0.0,117.16,239.23,302.39,356.39,322.35
400 Quebra-cabeças de Estratégia de Xadrez.pdf,3,aspecto,0.0,0.0,178.03,76.58,593.0,254.61,606.09
400 Quebra-cabeças de Estratégia de Xadrez.pdf,3,aspecto,0.0,0.0,172.47,76.58,543.58,249.05,556.34
400 Quebra-cabeças de Estratégia de Xadrez.pdf,3,aspecto,0.0,0.0,169.85,76.58,617.54,246.43,630.63
400 Quebra-cabeças de Estratégia de Xadrez.pdf,3,aspecto,0.0,0.0,178.03,76.58,593.0,254.61,606.09
400 Quebra-cabeças de Estratégia de Xadrez.pdf,3,aspecto,0.0,0.0,185.23,76.58,568.12,261.81,581.22
400 Quebra-cabeças de Estratégia de Xadrez.pdf,3,aspecto,0.0,0.0,172.47,76.58,543.58,249.05,556.34
400 Quebra-cabeças de Estratégia de Xadrez.pdf,3,aspecto,0.0,0.0,157.09,130.9,493.51,287.99,506.6
400 Quebra-cabeças de Estratégia de Xadrez.pdf,102,score-baixo,0.001,0.0,71.34,296.17,161.67,344.93,233.01
400 Quebra-cabeças de Estratégia de Xadrez.pdf,102,score-baixo,0.0009,0.0,72.65,224.17,135.49,296.83,184.9
400 Quebra-cabeças de Estratégia de Xadrez.pdf,203,score-baixo,0.0131,0.0,92.61,253.3,121.41,331.52,214.03
400 Quebra-cabeças de Estratégia de Xadrez.pdf,203,score-baixo,0.0006,0.0,72.65,248.06,207.48,320.72,256.25
400 Quebra-cabeças de Estratégia de Xadrez.pdf,303,score-baixo,0.0092,0.0,96.21,272.61,111.92,344.93,208.14
400 Quebra-cabeças de Estratégia de Xadrez.pdf,505,score-baixo,0.0288,0.0,48.76,248.06,183.92,296.83,232.68
400 Quebra-cabeças de Estratégia de Xadrez.pdf,706,score-baixo,0.0005,0.0,72.65,248.06,160.03,320.72,208.47
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1009,score-baixo,0.0007,0.0,72.65,272.61,135.81,321.37,208.47
400 Quebra-cabeças de Estratégia de Xadrez.pdf,1109,score-baixo,0.0263,0.0,49.42,320.39,207.81,368.82,257.23
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,131.17,83.08,772.94,214.25,797.15
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,100.09,216.87,771.96,316.96,806.96
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,99.44,391.54,725.84,490.98,768.04
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,182.2,211.31,692.8,393.5,743.18
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,165.19,41.54,659.44,206.73,740.89
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,72.94,358.5,380.09,431.45,412.8
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,81.12,25.51,332.34,67.06,413.46
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,68.36,165.51,327.76,233.88,364.72
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,61.82,133.46,233.88,167.48,295.7
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,67.06,130.84,231.26,170.09,298.32
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,63.13,284.25,164.86,318.27,227.99
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,68.04,281.96,162.57,320.89,230.61
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,61.82,405.93,150.14,439.3,211.96
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,61.17,47.1,150.14,81.45,211.31
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,67.38,402.34,147.52,441.92,214.91
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,236.5,43.83,145.23,280.33,216.87
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,62.48,297.66,81.45,331.68,143.93
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,68.36,294.07,78.5,334.95,146.87
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,100.42,337.24,78.5,437.66,131.17
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,61.17,131.82,67.06,168.46,128.22
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,61.17,87.99,67.06,124.63,128.22
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,62.15,496.87,66.4,530.89,128.55
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,61.17,195.28,66.4,229.3,127.57
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,130.19,41.21,63.79,171.4,131.5
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,68.04,492.94,63.13,534.16,131.17
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,139.67,387.62,19.63,527.29,44.49
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,145.56,385.0,16.68,530.56,46.78
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,131.17,83.08,772.94,214.25,797.15
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,100.09,216.87,771.96,316.96,806.96
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,99.44,391.54,725.84,490.98,768.04
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,182.2,211.31,692.8,393.5,743.18
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,165.19,41.54,659.44,206.73,740.89
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,72.94,358.5,380.09,431.45,412.8
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,68.36,165.51,327.76,233.88,364.72
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,105.65,364.39,249.91,426.54,355.56
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,102.06,173.36,246.64,275.42,298.32
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,61.82,133.46,233.88,167.48,295.7
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,67.06,130.84,231.26,170.09,298.32
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,63.13,284.25,164.86,318.27,227.99
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,68.04,281.96,162.57,320.89,230.61
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,61.82,405.93,150.14,439.3,211.96
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,61.17,47.43,150.14,81.45,211.31
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,67.38,402.34,147.52,441.92,214.91
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,236.5,43.83,145.23,280.33,216.87
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,62.48,297.66,81.45,331.68,143.93
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,68.36,294.07,78.5,334.95,146.87
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,100.42,337.24,78.5,437.66,131.17
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,61.17,131.82,67.06,168.46,128.22
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,61.17,87.99,67.06,124.63,128.22
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,62.48,496.54,66.07,530.89,128.55
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,61.17,195.28,66.4,229.3,127.57
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,130.19,41.21,63.79,171.4,131.5
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,139.67,387.62,19.63,527.29,44.49
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,aspecto,0.0,0.0,145.56,385.0,16.68,530.56,46.78
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0376,0.0,94.53,140.98,577.01,233.55,671.54
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0273,0.0,72.94,155.7,650.28,228.64,718.97
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0202,0.0,67.71,324.16,147.52,383.04,215.23
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0195,0.0,70.33,62.8,398.41,130.51,468.74
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0177,0.0,82.43,493.27,63.13,575.7,131.5
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.016,0.0,80.47,192.01,63.46,272.48,130.51
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0103,0.0,53.32,340.51,81.78,393.83,127.9
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0099,0.0,87.01,41.87,230.93,128.88,298.32
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0083,0.0,79.16,32.06,592.71,111.21,658.13
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.008,0.0,83.08,368.32,256.12,437.66,339.21
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0066,0.0,66.4,173.36,246.64,239.77,298.32
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0059,0.0,94.53,333.32,752.99,427.85,825.93
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0037,0.0,52.34,443.88,162.57,484.11,214.91
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0035,0.0,61.5,42.85,233.55,89.3,295.05
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0035,0.0,52.99,535.14,78.5,575.7,131.5
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0034,0.0,90.28,23.22,328.74,90.28,419.02
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0027,0.0,76.87,169.11,368.64,245.98,423.93
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0018,0.0,80.79,27.48,334.3,86.03,415.09
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0011,0.0,95.19,364.07,245.33,429.81,340.51
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1,score-baixo,0.0,0.0,59.86,43.83,67.71,81.45,127.57
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,2,aspecto,0.0,0.0,117.16,239.23,302.39,356.39,322.35
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,2,aspecto,0.0,0.0,117.16,239.23,302.39,356.39,322.35
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,3,aspecto,0.0,0.0,178.03,76.58,593.0,254.61,606.09
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,3,aspecto,0.0,0.0,172.47,76.58,543.58,249.05,556.34
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,3,aspecto,0.0,0.0,169.85,76.58,617.54,246.43,630.63
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,3,aspecto,0.0,0.0,178.03,76.58,593.0,254.61,606.09
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,3,aspecto,0.0,0.0,185.23,76.58,568.12,261.81,581.22
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,3,aspecto,0.0,0.0,172.47,76.58,543.58,249.05,556.34
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,3,aspecto,0.0,0.0,157.09,130.9,493.51,287.99,506.6
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,803,sobreposicao,0.2042,0.0,140.72,251.01,138.1,391.73,278.5
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,803,score-baixo,0.0435,0.0,116.18,179.34,66.43,295.52,182.28
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,803,score-baixo,0.0202,0.0,44.83,202.57,89.67,247.41,134.5
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,803,score-baixo,0.0189,0.0,107.01,201.27,180.32,303.7,287.33
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1003,score-baixo,0.0729,0.0,163.96,178.68,66.43,342.64,230.06
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1003,score-baixo,0.0471,0.0,116.18,178.68,66.43,294.86,182.28
400 Quebra-cabeças de Estratégia de Xadrez_Martin_Kravtsiv_hq.pdf,1003,score-baixo,0.0211,0.0,44.83,201.92,89.67,246.75,134.5
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,128.27,197.64,476.1,265.7,604.37
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,155.76,375.32,466.28,461.7,622.04
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,154.45,373.68,465.3,452.54,619.75
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,204.84,310.2,399.53,361.9,604.37
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,214.65,306.28,395.61,365.5,610.26
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,229.05,124.34,388.73,190.77,617.79
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,207.78,34.03,386.77,100.13,594.55
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,237.89,120.74,385.13,194.04,623.02
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,216.94,30.43,383.17,103.73,600.12
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,118.78,211.06,285.99,276.83,404.77
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,126.96,205.49,282.06,280.75,409.02
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,499.99,0.0,217.93,499.99,220.87
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,78.86,303.98,109.62,321.65,188.48
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,78.86,188.15,109.62,213.02,188.48
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,78.86,165.9,109.62,185.53,188.48
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,78.86,120.42,109.29,138.41,188.15
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,86.06,362.23,108.31,383.17,194.37
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,80.82,144.3,108.64,162.63,189.46
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,186.84,241.81,105.36,428.65,196.33
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,160.01,74.93,105.36,234.94,192.73
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,51.05,115.83,47.77,146.59,98.82
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,157.72,158.7,47.45,316.42,99.15
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,171.46,270.61,11.45,442.07,36.65
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,205.82,59.88,11.45,265.7,36.65
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,128.27,197.64,476.1,265.7,604.37
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,155.43,375.32,466.28,461.7,621.71
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,154.45,373.68,465.3,452.54,619.75
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,204.84,310.53,399.53,361.9,604.37
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,214.65,306.28,395.61,365.5,610.26
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,228.72,124.02,388.41,190.44,617.13
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,207.78,34.03,386.77,100.13,594.55
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,237.89,120.74,385.13,194.04,623.02
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,216.94,30.43,383.17,103.73,600.12
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,118.78,211.06,285.99,276.83,404.77
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,126.96,205.49,282.06,280.75,409.02
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,499.99,0.0,217.93,499.99,220.87
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,78.86,188.15,109.62,213.02,188.48
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,78.86,165.9,109.62,185.53,188.48
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,78.86,121.07,109.62,138.74,188.48
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,86.06,362.23,108.31,383.17,194.37
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,80.82,144.3,108.64,162.63,189.46
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,186.84,241.81,105.36,428.65,196.33
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,160.01,74.93,105.36,234.94,192.73
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,51.05,115.83,47.77,146.59,98.82
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,157.72,158.7,47.45,316.42,99.15
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,171.46,270.61,11.45,442.07,36.65
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,aspecto,0.0,0.0,205.82,59.88,11.45,265.7,36.65
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,score-baixo,0.033,0.0,56.28,329.51,46.79,385.79,99.8
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,score-baixo,0.0057,0.0,156.41,207.46,586.37,363.87,694.35
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,score-baixo,0.0013,0.0,71.66,279.44,329.83,330.82,401.5
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,score-baixo,0.0012,0.0,44.5,161.65,51.05,193.06,95.55
A Matter of Endgame Technique – Jacob Aagaard.pdf,1,score-baixo,0.001,0.0,118.78,194.04,484.94,273.55,603.72
A Matter of Endgame Technique – Jacob Aagaard.pdf,2,aspecto,0.0,0.0,63.82,199.31,538.36,263.13,574.69
A Matter of Endgame Technique – Jacob Aagaard.pdf,70,sobreposicao,0.2226,0.0,197.35,260.18,466.04,457.53,663.05
A Matter of Endgame Technique – Jacob Aagaard.pdf,70,sobreposicao,0.1361,0.0,179.35,76.91,358.36,256.25,537.71
A Matter of Endgame Technique – Jacob Aagaard.pdf,70,score-baixo,0.1,0.0,143.02,41.24,322.69,184.25,465.38
A Matter of Endgame Technique – Jacob Aagaard.pdf,70,score-baixo,0.0808,0.0,118.8,260.84,259.2,379.64,377.67
A Matter of Endgame Technique – Jacob Aagaard.pdf,70,score-baixo,0.0732,0.0,161.35,58.91,340.36,220.25,501.38
A Matter of Endgame Technique – Jacob Aagaard.pdf,70,score-baixo,0.0587,0.0,124.69,260.51,466.36,385.2,591.05
A Matter of Endgame Technique – Jacob Aagaard.pdf,70,score-baixo,0.0394,0.0,71.67,287.02,546.55,358.69,618.22
A Matter of Endgame Technique – Jacob Aagaard.pdf,70,score-baixo,0.0391,0.0,89.02,350.51,556.04,439.53,645.05
A Matter of Endgame Technique – Jacob Aagaard.pdf,70,score-baixo,0.0368,0.0,89.02,149.24,430.69,238.25,519.71
A Matter of Endgame Technique – Jacob Aagaard.pdf,70,score-baixo,0.0355,0.0,89.02,260.51,466.04,349.53,555.05
A Matter of Endgame Technique – Jacob Aagaard.pdf,70,score-baixo,0.0258,0.0,73.96,350.51,349.2,424.47,422.84
A Matter of Endgame Technique – Jacob Aagaard.pdf,70,score-baixo,0.0011,0.0,55.31,111.6,358.04,149.89,413.35
A Matter of Endgame Technique – Jacob Aagaard.pdf,139,sobreposicao,0.3104,0.0,215.35,41.89,364.25,257.24,579.6
A Matter of Endgame Technique – Jacob Aagaard.pdf,139,sobreposicao,0.1981,0.0,179.02,261.49,72.0,440.51,251.02
